case,category,M_solar,a_m,e,P_year,T0_year,f_true_deg,z,f_emit_Hz,f_obs_Hz,lambda_emit_nm,lambda_obs_nm,v_los_mps,v_tot_mps,z_geom_hint,N0,source,r_emit_m,n_round,z_obs,z_source,r_eff_m,v_tot_mps_eff,z_gr,z_sr,z_grsr,z_seg,dz_seg,dz_gr,dz_sr,dz_grsr,ratio_seg_gr,ratio_seg_grsr
NED 2010ApJS..189....1A 8.60e+10 Hz,,6500000000.0,,,,,,0.0042,86361200000.0,86000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2014A&A...566A..59A 8.62e+10 Hz,,6500000000.0,,,,,,0.0042,86562040000.0,86200000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2005MNRAS.363..692D 8.90e+10 Hz,,6500000000.0,,,,,,0.0042,89373800000.0,89000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1981AJ.....86.1306G 8.96e+10 Hz,,6500000000.0,,,,,,0.0042,89976320000.0,89600000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2009ApJ...701.1872C 9.00e+10 Hz,,6500000000.0,,,,,,0.0042,90378000000.0,90000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2009ApJS..180..283W 9.40e+10 Hz,,6500000000.0,,,,,,0.0042,94394800000.0,94000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2011ApJS..192...15G 9.40e+10 Hz,,6500000000.0,,,,,,0.0042,94394800000.0,94000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2009ApJ...694..222C 9.40e+10 Hz,,6500000000.0,,,,,,0.0042,94394800000.0,94000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2003ApJS..148...97B 9.40e+10 Hz,,6500000000.0,,,,,,0.0042,94394800000.0,94000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2010A&A...518A...9O 9.99e+10 Hz,,6500000000.0,,,,,,0.0042,100319580000.0,99900000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1998AJ....116....8L 1.00e+11 Hz,,6500000000.0,,,,,,0.0042,100420000000.0,100000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1998AJ....116....8L 1.00e+11 Hz,,6500000000.0,,,,,,0.0042,100420000000.0,100000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2014A&A...566A..59A 2.29e+11 Hz,,6500000000.0,,,,,,0.0042,229961800000.0,229000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2010A&A...518A...9O 3.00e+11 Hz,,6500000000.0,,,,,,0.0042,301260000000.0,300000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2010A&A...518L..53B 6.00e+11 Hz,,6500000000.0,,,,,,0.0042,602520000000.0,600000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2014ApJ...783..135A 6.00e+11 Hz,,6500000000.0,,,,,,0.0042,602520000000.0,600000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2010A&A...518L..53B 8.57e+11 Hz,,6500000000.0,,,,,,0.0042,860599400000.0,857000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2014ApJ...783..135A 8.57e+11 Hz,,6500000000.0,,,,,,0.0042,860599400000.0,857000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2014ApJ...783..135A 1.20e+12 Hz,,6500000000.0,,,,,,0.0042,1205040000000.0,1200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2010A&A...518L..53B 1.20e+12 Hz,,6500000000.0,,,,,,0.0042,1205040000000.0,1200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2014MNRAS.440..942C 1.81e+12 Hz,,6500000000.0,,,,,,0.0042,1817602000000.0,1810000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2010A&A...518L..53B 1.87e+12 Hz,,6500000000.0,,,,,,0.0042,1877854000000.0,1870000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2016ApJS..226...19F 1.90e+12 Hz,,6500000000.0,,,,,,0.0042,1907980000000.0,1900000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2016ApJS..226...19F 1.90e+12 Hz,,6500000000.0,,,,,,0.0042,1907980000000.0,1900000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2016ApJS..226...19F 1.90e+12 Hz,,6500000000.0,,,,,,0.0042,1907980000000.0,1900000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2009ApJ...707..890T 1.92e+12 Hz,,6500000000.0,,,,,,0.0042,1928064000000.0,1920000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2009ApJ...695....1T 1.92e+12 Hz,,6500000000.0,,,,,,0.0042,1928064000000.0,1920000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2007ApJ...655..781S 1.92e+12 Hz,,6500000000.0,,,,,,0.0042,1928064000000.0,1920000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2017A&A...605A..74K 2.14e+12 Hz,,6500000000.0,,,,,,0.0042,2148988000000.0,2140000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2014MNRAS.440..942C 2.93e+12 Hz,,6500000000.0,,,,,,0.0042,2942306000000.0,2930000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1994PrivC.U..J....K 3.00e+12 Hz,,6500000000.0,,,,,,0.0042,3012600000000.0,3000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2010A&A...518L..53B 3.00e+12 Hz,,6500000000.0,,,,,,0.0042,3012600000000.0,3000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1988AJ.....95...26G 3.00e+12 Hz,,6500000000.0,,,,,,0.0042,3012600000000.0,3000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2017A&A...605A..74K 3.33e+12 Hz,,6500000000.0,,,,,,0.0042,3343986000000.0,3330000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2009ApJ...695....1T 4.20e+12 Hz,,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2009ApJ...707..890T 4.20e+12 Hz,,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2007ApJ...655..781S 4.20e+12 Hz,,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2007ApJ...655..781S 4.20e+12 Hz,,6500000000.0,,,,,,0.0042,4217640000000.0,4200000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2017A&A...605A..74K 4.61e+12 Hz,,6500000000.0,,,,,,0.0042,4629362000000.0,4610000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1990IRASF.C...0000M 5.00e+12 Hz,,6500000000.0,,,,,,0.0042,5021000000000.0,5000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1994PrivC.U..J....K 5.00e+12 Hz,,6500000000.0,,,,,,0.0042,5021000000000.0,5000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 1988AJ.....95...26G 5.00e+12 Hz,,6500000000.0,,,,,,0.0042,5021000000000.0,5000000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2007ApJ...663..808P 8.95e+12 Hz,,6500000000.0,,,,,,0.0042,8987590000000.0,8950000000000.0,,,1284000.0,1284000.0,0.7998627493097795,,M87,12000000000000.0,0.85266467315053,0.0041999999999999815,freq,12000000000000.0,1284000.0,,0.0042921742778738725,0.0042921742778738725,0.8075880739060703,0.8033880739060704,,9.217427787389099e-05,9.217427787389099e-05,,8715.968190227999
NED 2017ApJ...838..139S 5.50e+09 Hz,,4150000.0,,,,,,0.0,5500000000.0,5500000000.0,,,0.0,246000.0,0.1612678741523361,,Sgr A*,38000000000.0,2.294039499382748,0.0,freq,38000000000.0,246000.0,0.21494553220030932,3.3666582388569566e-07,0.2149459412309478,0.1612682651115418,0.1612682651115418,0.21494553220030932,3.3666582388569566e-07,0.2149459412309478,0.7502750276346973,0.7502735999014178
NED 2007AJ....133.2487P 2.20e+10 Hz,,4150000.0,,,,,,0.0,22000000000.0,22000000000.0,,,0.0,246000.0,0.1612678741523361,,Sgr A*,38000000000.0,2.294039499382748,0.0,freq,38000000000.0,246000.0,0.21494553220030932,3.3666582388569566e-07,0.2149459412309478,0.1612682651115418,0.1612682651115418,0.21494553220030932,3.3666582388569566e-07,0.2149459412309478,0.7502750276346973,0.7502735999014178
NED 2007AJ....133.2487P 2.20e+10 Hz,,4150000.0,,,,,,0.0,22000000000.0,22000000000.0,,,0.0,246000.0,0.1612678741523361,,Sgr A*,38000000000.0,2.294039499382748,0.0,freq,38000000000.0,246000.0,0.21494553220030932,3.3666582388569566e-07,0.2149459412309478,0.1612682651115418,0.1612682651115418,0.21494553220030932,3.3666582388569566e-07,0.2149459412309478,0.7502750276346973,0.7502735999014178
